,Unnamed: 0,No,year,month,day,hour,season,PM_Dongsi,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
8127,51951,51952,2015,12,5,15,4,26.0,18.0,20.0,-9.0,28.0,1029.0,8.0,cv,0.89,0.0,0.0
8128,51952,51953,2015,12,5,16,4,35.0,24.0,22.0,-9.0,30.0,1030.0,7.0,SE,0.89,0.0,0.0
8129,51953,51954,2015,12,5,17,4,37.0,35.0,36.0,-9.0,38.0,1030.0,4.0,cv,0.89,0.0,0.0
8130,51954,51955,2015,12,5,18,4,73.0,47.0,46.0,-8.0,50.0,1031.0,1.0,SE,0.89,0.0,0.0
8131,51955,51956,2015,12,5,19,4,116.0,77.0,78.0,-6.0,63.0,1031.0,0.0,SE,1.78,0.0,0.0
8132,51956,51957,2015,12,5,20,4,90.0,82.0,76.0,-5.0,74.0,1031.0,-1.0,cv,0.89,0.0,0.0
8133,51957,51958,2015,12,5,21,4,85.0,54.0,48.0,-7.0,47.0,1031.0,3.0,SE,3.13,0.0,0.0
8134,51958,51959,2015,12,5,22,4,75.0,49.0,52.0,-8.0,44.0,1031.0,3.0,SE,7.15,0.0,0.0
8135,51959,51960,2015,12,5,23,4,81.0,61.0,66.0,-6.0,68.0,1031.0,-1.0,cv,0.89,0.0,0.0
8136,51960,51961,2015,12,6,0,4,87.0,69.0,72.0,-6.0,79.0,1031.0,-3.0,SE,1.79,0.0,0.0
8137,51961,51962,2015,12,6,1,4,114.0,84.0,90.0,-6.0,79.0,1031.0,-3.0,cv,0.89,0.0,0.0
8138,51962,51963,2015,12,6,2,4,126.0,114.0,118.0,-6.0,79.0,1031.0,-3.0,NE,0.89,0.0,0.0
8139,51963,51964,2015,12,6,3,4,143.0,133.0,187.0,-6.0,79.0,1030.0,-3.0,NE,1.78,0.0,0.0
8140,51964,51965,2015,12,6,4,4,166.0,179.0,173.0,-6.0,85.0,1030.0,-4.0,NW,0.89,0.0,0.0
8141,51965,51966,2015,12,6,5,4,149.0,165.0,143.0,-6.0,85.0,1030.0,-4.0,NW,1.78,0.0,0.0
8142,51966,51967,2015,12,6,6,4,102.0,133.0,88.0,-6.0,92.0,1030.0,-5.0,NW,3.57,0.0,0.0
8143,51967,51968,2015,12,6,7,4,84.0,109.0,77.0,-6.0,85.0,1030.0,-4.0,NW,5.36,0.0,0.0
8144,51968,51969,2015,12,6,8,4,83.0,91.0,88.0,-5.0,86.0,1030.0,-3.0,NW,6.25,0.0,0.0
8145,51969,51970,2015,12,6,9,4,102.0,98.0,92.0,-4.0,80.0,1031.0,-1.0,NE,0.89,0.0,0.0
8146,51970,51971,2015,12,6,10,4,113.0,113.0,108.0,-4.0,69.0,1031.0,1.0,cv,0.89,0.0,0.0
8147,51971,51972,2015,12,6,11,4,128.0,137.0,136.0,-4.0,64.0,1031.0,2.0,cv,1.78,0.0,0.0
8148,51972,51973,2015,12,6,12,4,163.0,165.0,136.0,-4.0,55.0,1030.0,4.0,cv,2.67,0.0,0.0
8149,51973,51974,2015,12,6,13,4,194.0,192.0,184.0,-4.0,55.0,1029.0,4.0,SE,1.79,0.0,0.0
8150,51974,51975,2015,12,6,14,4,214.0,204.0,200.0,-3.0,56.0,1028.0,5.0,cv,0.89,0.0,0.0
8151,51975,51976,2015,12,6,15,4,228.0,232.0,237.0,-3.0,56.0,1028.0,5.0,cv,1.78,0.0,0.0
8152,51976,51977,2015,12,6,16,4,246.0,236.0,226.0,-3.0,60.0,1028.0,4.0,NE,0.89,0.0,0.0
8153,51977,51978,2015,12,6,17,4,234.0,236.0,221.0,-4.0,74.0,1029.0,0.0,NE,1.78,0.0,0.0
8154,51978,51979,2015,12,6,18,4,223.0,236.0,227.0,-5.0,79.0,1029.0,-2.0,NW,1.79,0.0,0.0
8155,51979,51980,2015,12,6,19,4,181.0,221.0,196.0,-3.0,86.0,1030.0,-1.0,NE,0.89,0.0,0.0
8156,51980,51981,2015,12,6,20,4,179.0,220.0,190.0,-4.0,80.0,1030.0,-1.0,cv,0.89,0.0,0.0
8157,51981,51982,2015,12,6,21,4,190.0,210.0,190.0,-3.0,80.0,1031.0,0.0,NW,0.89,0.0,0.0
8158,51982,51983,2015,12,6,22,4,203.0,208.0,213.0,-3.0,86.0,1031.0,-1.0,NE,1.79,0.0,0.0
8159,51983,51984,2015,12,6,23,4,220.0,243.0,220.0,-3.0,80.0,1032.0,0.0,cv,0.89,0.0,0.0
8160,51984,51985,2015,12,7,0,4,208.0,224.0,205.0,-3.0,80.0,1032.0,0.0,cv,1.78,0.0,0.0
8161,51985,51986,2015,12,7,1,4,192.0,214.0,196.0,-3.0,80.0,1032.0,0.0,cv,2.67,0.0,0.0
8162,51986,51987,2015,12,7,2,4,188.0,218.0,190.0,-4.0,69.0,1032.0,1.0,cv,3.12,0.0,0.0
8163,51987,51988,2015,12,7,3,4,187.0,213.0,190.0,-3.0,80.0,1032.0,0.0,cv,4.01,0.0,0.0
8164,51988,51989,2015,12,7,4,4,179.0,198.0,177.0,-2.0,86.0,1032.0,0.0,NW,1.79,0.0,0.0
8165,51989,51990,2015,12,7,5,4,160.0,184.0,177.0,-3.0,80.0,1032.0,0.0,SE,0.89,0.0,0.0
8166,51990,51991,2015,12,7,6,4,170.0,183.0,171.0,-3.0,80.0,1032.0,0.0,cv,0.89,0.0,0.0
8167,51991,51992,2015,12,7,7,4,155.0,176.0,171.0,-2.0,86.0,1033.0,0.0,NW,1.79,0.0,0.0
8168,51992,51993,2015,12,7,8,4,154.0,178.0,175.0,-3.0,80.0,1033.0,0.0,NW,3.58,0.0,0.0
8169,51993,51994,2015,12,7,9,4,147.0,159.0,171.0,-3.0,74.0,1034.0,1.0,SE,0.89,0.0,0.0
8170,51994,51995,2015,12,7,10,4,149.0,171.0,168.0,-2.0,74.0,1034.0,2.0,cv,0.89,0.0,0.0
8171,51995,51996,2015,12,7,11,4,173.0,187.0,192.0,-2.0,69.0,1034.0,3.0,SE,1.79,0.0,0.0
8172,51996,51997,2015,12,7,12,4,208.0,203.0,182.0,-2.0,64.0,1033.0,4.0,SE,3.58,0.0,0.0
8173,51997,51998,2015,12,7,13,4,193.0,165.0,166.0,-2.0,64.0,1033.0,4.0,cv,0.89,0.0,0.0
8174,51998,51999,2015,12,7,14,4,191.0,196.0,199.0,-1.0,69.0,1032.0,4.0,NE,1.79,0.0,0.0
8175,51999,52000,2015,12,7,15,4,200.0,190.0,195.0,-2.0,64.0,1031.0,4.0,SE,1.79,0.0,0.0
8176,52000,52001,2015,12,7,16,4,194.0,187.0,188.0,-2.0,69.0,1032.0,3.0,NE,0.89,0.0,0.0
8177,52001,52002,2015,12,7,17,4,198.0,201.0,206.0,-3.0,80.0,1032.0,0.0,SE,0.89,0.0,0.0
8178,52002,52003,2015,12,7,18,4,198.0,210.0,224.0,-2.0,86.0,1032.0,0.0,NE,0.89,0.0,0.0
8179,52003,52004,2015,12,7,19,4,170.0,176.0,193.0,-2.0,86.0,1032.0,0.0,cv,0.45,0.0,0.0
8180,52004,52005,2015,12,7,20,4,149.0,155.0,170.0,-3.0,92.0,1033.0,-2.0,NE,0.89,0.0,0.0
8181,52005,52006,2015,12,7,21,4,151.0,144.0,151.0,-2.0,100.0,1033.0,-2.0,cv,0.89,0.0,0.0
8182,52006,52007,2015,12,7,22,4,155.0,157.0,149.0,-3.0,92.0,1033.0,-2.0,SE,1.79,0.0,0.0
8183,52007,52008,2015,12,7,23,4,158.0,214.0,199.0,-3.0,92.0,1033.0,-2.0,cv,0.89,0.0,0.0
8184,52008,52009,2015,12,8,0,4,163.0,224.0,216.0,-3.0,92.0,1033.0,-2.0,SE,0.89,0.0,0.0
8185,52009,52010,2015,12,8,1,4,252.0,184.0,212.0,-2.0,100.0,1032.0,-2.0,cv,0.89,0.0,0.0
8186,52010,52011,2015,12,8,2,4,191.0,154.0,204.0,-2.0,100.0,1032.0,-2.0,cv,1.78,0.0,0.0
8187,52011,52012,2015,12,8,3,4,181.0,163.0,216.0,-1.0,100.0,1032.0,-1.0,cv,2.67,0.0,0.0
8188,52012,52013,2015,12,8,4,4,185.0,309.0,315.0,-1.0,92.0,1032.0,0.0,cv,3.12,0.0,0.0
8189,52013,52014,2015,12,8,5,4,227.0,321.0,298.0,-1.0,92.0,1031.0,0.0,cv,4.01,0.0,0.0
8190,52014,52015,2015,12,8,6,4,230.0,225.0,241.0,-1.0,92.0,1031.0,0.0,cv,4.9,0.0,0.0
8191,52015,52016,2015,12,8,7,4,218.0,232.0,237.0,-2.0,86.0,1032.0,0.0,NE,0.89,0.0,0.0
8192,52016,52017,2015,12,8,8,4,233.0,228.0,200.0,-1.0,92.0,1032.0,0.0,SE,1.79,0.0,0.0
8193,52017,52018,2015,12,8,9,4,224.0,211.0,200.0,-1.0,92.0,1032.0,0.0,SE,2.68,0.0,0.0
8194,52018,52019,2015,12,8,10,4,230.0,230.0,200.0,-1.0,86.0,1032.0,1.0,cv,0.89,0.0,0.0
8195,52019,52020,2015,12,8,11,4,237.0,307.0,200.0,-1.0,86.0,1032.0,1.0,NE,1.79,0.0,0.0
8196,52020,52021,2015,12,8,12,4,262.0,341.0,317.0,0.0,93.0,1031.0,1.0,cv,0.89,0.0,0.0
8197,52021,52022,2015,12,8,13,4,280.0,322.0,294.0,0.0,86.0,1030.0,2.0,cv,1.78,0.0,0.0
8198,52022,52023,2015,12,8,14,4,314.0,333.0,317.0,0.0,86.0,1029.0,2.0,SE,0.89,0.0,0.0
8199,52023,52024,2015,12,8,15,4,311.0,298.0,293.0,0.0,86.0,1029.0,2.0,cv,0.89,0.0,0.0
8200,52024,52025,2015,12,8,16,4,289.0,295.0,306.0,0.0,86.0,1029.0,2.0,cv,1.78,0.0,0.0
8201,52025,52026,2015,12,8,17,4,290.0,350.0,350.0,-1.0,86.0,1029.0,1.0,SE,1.79,0.0,0.0
8202,52026,52027,2015,12,8,18,4,304.0,341.0,329.0,-1.0,86.0,1029.0,1.0,SE,2.68,0.0,0.0
8203,52027,52028,2015,12,8,19,4,268.0,289.0,302.0,-1.0,86.0,1029.0,1.0,cv,0.89,0.0,0.0
8204,52028,52029,2015,12,8,20,4,265.0,275.0,278.0,0.0,93.0,1029.0,1.0,cv,1.78,0.0,0.0
8205,52029,52030,2015,12,8,21,4,264.0,265.0,289.0,0.0,93.0,1029.0,1.0,NE,0.89,0.0,0.0
8206,52030,52031,2015,12,8,22,4,287.0,279.0,296.0,0.0,93.0,1029.0,1.0,NE,2.68,0.0,0.0
8207,52031,52032,2015,12,8,23,4,293.0,285.0,296.0,0.0,93.0,1029.0,1.0,cv,0.45,0.0,0.0
8208,52032,52033,2015,12,9,0,4,291.0,282.0,296.0,0.0,93.0,1028.0,1.0,NE,0.89,0.0,0.0
8209,52033,52034,2015,12,9,1,4,276.0,268.0,269.0,0.0,93.0,1028.0,1.0,NW,1.79,0.0,0.0
8210,52034,52035,2015,12,9,2,4,271.0,268.0,261.0,1.0,100.0,1027.0,1.0,NW,3.58,0.0,0.0
8211,52035,52036,2015,12,9,3,4,255.0,252.0,256.0,1.0,100.0,1027.0,1.0,NW,6.71,0.0,0.0
8212,52036,52037,2015,12,9,4,4,233.0,245.0,235.0,1.0,100.0,1027.0,1.0,NW,9.84,0.0,0.0
8213,52037,52038,2015,12,9,5,4,249.0,252.0,250.0,1.0,100.0,1026.0,1.0,NW,11.63,0.0,0.0
8214,52038,52039,2015,12,9,6,4,240.0,256.0,240.0,1.0,93.0,1026.0,2.0,NW,13.42,0.0,0.0
8215,52039,52040,2015,12,9,7,4,229.0,233.0,214.0,1.0,100.0,1026.0,1.0,NW,15.21,0.0,0.0
8216,52040,52041,2015,12,9,8,4,228.0,225.0,218.0,1.0,93.0,1026.0,2.0,NW,18.34,0.0,0.0
8217,52041,52042,2015,12,9,9,4,242.0,242.0,254.0,2.0,100.0,1027.0,2.0,cv,0.89,0.0,0.0
8218,52042,52043,2015,12,9,10,4,231.0,260.0,254.0,2.0,93.0,1027.0,3.0,NW,1.79,0.0,0.0
8219,52043,52044,2015,12,9,11,4,228.0,276.0,261.0,2.0,93.0,1026.0,3.0,NW,4.92,0.0,0.0
8220,52044,52045,2015,12,9,12,4,231.0,273.0,265.0,3.0,93.0,1025.0,4.0,NW,8.05,0.0,0.0
8221,52045,52046,2015,12,9,13,4,281.0,278.0,268.0,2.0,80.0,1024.0,5.0,cv,0.89,0.0,0.0
8222,52046,52047,2015,12,9,14,4,267.0,288.0,273.0,2.0,80.0,1023.0,5.0,cv,1.78,0.0,0.0
8223,52047,52048,2015,12,9,15,4,283.0,285.0,279.0,2.0,80.0,1023.0,5.0,cv,2.23,0.0,0.0
8224,52048,52049,2015,12,9,16,4,301.0,297.0,292.0,1.0,80.0,1023.0,4.0,NW,0.89,0.0,0.0
8225,52049,52050,2015,12,9,17,4,313.0,301.0,301.0,1.0,86.0,1023.0,3.0,cv,0.45,0.0,0.0
8226,52050,52051,2015,12,9,18,4,325.0,304.0,301.0,0.0,86.0,1024.0,2.0,cv,1.34,0.0,0.0
8227,52051,52052,2015,12,9,19,4,325.0,315.0,299.0,1.0,86.0,1024.0,3.0,cv,2.23,0.0,0.0
8228,52052,52053,2015,12,9,20,4,326.0,329.0,319.0,1.0,86.0,1025.0,3.0,SE,0.89,0.0,0.0
8229,52053,52054,2015,12,9,21,4,330.0,353.0,306.0,1.0,86.0,1024.0,3.0,NE,0.89,0.0,0.0
8230,52054,52055,2015,12,9,22,4,310.0,334.0,261.0,1.0,86.0,1024.0,3.0,NW,1.79,0.0,0.0
8231,52055,52056,2015,12,9,23,4,254.0,253.0,244.0,1.0,93.0,1024.0,2.0,NW,3.58,0.0,0.0
8232,52056,52057,2015,12,10,0,4,260.0,246.0,246.0,0.0,93.0,1023.0,1.0,NW,5.37,0.0,0.0
8233,52057,52058,2015,12,10,1,4,290.0,249.0,273.0,0.0,93.0,1023.0,1.0,NW,7.16,0.0,0.0
8234,52058,52059,2015,12,10,2,4,282.0,248.0,268.0,-1.0,92.0,1023.0,0.0,NW,8.95,0.0,0.0
8235,52059,52060,2015,12,10,3,4,235.0,262.0,242.0,-2.0,92.0,1023.0,-1.0,NW,10.74,0.0,0.0
8236,52060,52061,2015,12,10,4,4,242.0,240.0,247.0,-1.0,100.0,1023.0,-1.0,NW,12.53,0.0,0.0
8237,52061,52062,2015,12,10,5,4,227.0,229.0,235.0,-1.0,100.0,1023.0,-1.0,cv,0.89,0.0,0.0
8238,52062,52063,2015,12,10,6,4,215.0,218.0,194.0,-3.0,100.0,1023.0,-3.0,NW,3.13,0.0,0.0
8239,52063,52064,2015,12,10,7,4,164.0,182.0,146.0,-2.0,100.0,1024.0,-2.0,NW,7.15,0.0,0.0
8240,52064,52065,2015,12,10,8,4,110.0,103.0,100.0,-1.0,92.0,1025.0,0.0,NW,12.07,0.0,0.0
8241,52065,52066,2015,12,10,9,4,68.0,68.0,59.0,0.0,80.0,1026.0,3.0,NW,16.09,0.0,0.0
8242,52066,52067,2015,12,10,10,4,45.0,49.0,34.0,1.0,70.0,1027.0,6.0,NW,19.22,0.0,0.0
8243,52067,52068,2015,12,10,11,4,27.0,33.0,24.0,-2.0,52.0,1027.0,7.0,NW,24.14,0.0,0.0
8244,52068,52069,2015,12,10,12,4,20.0,28.0,22.0,-4.0,39.0,1026.0,9.0,NW,29.06,0.0,0.0
8245,52069,52070,2015,12,10,13,4,17.0,23.0,15.0,-7.0,31.0,1026.0,9.0,NW,33.98,0.0,0.0
8246,52070,52071,2015,12,10,14,4,15.0,22.0,17.0,-7.0,31.0,1025.0,9.0,NW,38.9,0.0,0.0
8247,52071,52072,2015,12,10,15,4,19.0,21.0,18.0,-8.0,29.0,1025.0,9.0,NW,44.71,0.0,0.0
8248,52072,52073,2015,12,10,16,4,18.0,22.0,18.0,-9.0,28.0,1025.0,8.0,NW,50.52,0.0,0.0
8249,52073,52074,2015,12,10,17,4,21.0,22.0,21.0,-10.0,30.0,1026.0,6.0,NW,55.44,0.0,0.0
8250,52074,52075,2015,12,10,18,4,21.0,23.0,21.0,-9.0,33.0,1027.0,6.0,NE,4.02,0.0,0.0
8251,52075,52076,2015,12,10,19,4,23.0,35.0,35.0,-10.0,32.0,1028.0,5.0,NE,7.15,0.0,0.0
8252,52076,52077,2015,12,10,20,4,35.0,24.0,23.0,-9.0,40.0,1028.0,3.0,NE,10.28,0.0,0.0
8253,52077,52078,2015,12,10,21,4,25.0,27.0,19.0,-8.0,54.0,1029.0,0.0,NW,3.13,0.0,0.0
8254,52078,52079,2015,12,10,22,4,25.0,21.0,23.0,-9.0,47.0,1029.0,1.0,NW,6.26,0.0,0.0
8255,52079,52080,2015,12,10,23,4,37.0,22.0,25.0,-8.0,58.0,1029.0,-1.0,NW,9.39,0.0,0.0
8256,52080,52081,2015,12,11,0,4,29.0,19.0,18.0,-9.0,43.0,1030.0,2.0,NE,4.02,0.0,0.0
8257,52081,52082,2015,12,11,1,4,18.0,20.0,21.0,-10.0,40.0,1029.0,2.0,NE,8.04,0.0,0.0
8258,52082,52083,2015,12,11,2,4,22.0,17.0,21.0,-11.0,37.0,1029.0,2.0,NE,12.06,0.0,0.0
8259,52083,52084,2015,12,11,3,4,19.0,20.0,19.0,-9.0,50.0,1030.0,0.0,NW,3.13,0.0,0.0
8260,52084,52085,2015,12,11,4,4,14.0,19.0,14.0,-9.0,58.0,1029.0,-2.0,NE,1.79,0.0,0.0
8261,52085,52086,2015,12,11,5,4,16.0,22.0,18.0,-9.0,68.0,1029.0,-4.0,NW,3.13,0.0,0.0
8262,52086,52087,2015,12,11,6,4,18.0,19.0,27.0,-8.0,63.0,1030.0,-2.0,NW,4.92,0.0,0.0
8263,52087,52088,2015,12,11,7,4,16.0,20.0,35.0,-9.0,68.0,1030.0,-4.0,NW,8.05,0.0,0.0
8264,52088,52089,2015,12,11,8,4,18.0,16.0,14.0,-8.0,58.0,1031.0,-1.0,NW,11.18,0.0,0.0
8265,52089,52090,2015,12,11,9,4,13.0,19.0,17.0,-8.0,47.0,1031.0,2.0,NW,14.31,0.0,0.0
8266,52090,52091,2015,12,11,10,4,14.0,20.0,26.0,-10.0,37.0,1031.0,3.0,NW,17.44,0.0,0.0
8267,52091,52092,2015,12,11,11,4,25.0,18.0,17.0,-10.0,32.0,1031.0,5.0,NW,20.57,0.0,0.0
8268,52092,52093,2015,12,11,12,4,21.0,37.0,18.0,-10.0,32.0,1030.0,5.0,NE,1.79,0.0,0.0
8269,52093,52094,2015,12,11,13,4,31.0,24.0,26.0,-10.0,30.0,1029.0,6.0,NW,1.79,0.0,0.0
8270,52094,52095,2015,12,11,14,4,70.0,32.0,28.0,-11.0,28.0,1028.0,6.0,SE,1.79,0.0,0.0
8271,52095,52096,2015,12,11,15,4,70.0,32.0,68.0,-11.0,28.0,1028.0,6.0,SE,3.58,0.0,0.0
8272,52096,52097,2015,12,11,16,4,72.0,73.0,70.0,-11.0,30.0,1028.0,5.0,cv,0.89,0.0,0.0
8273,52097,52098,2015,12,11,17,4,74.0,73.0,77.0,-10.0,37.0,1027.0,3.0,cv,1.78,0.0,0.0
8274,52098,52099,2015,12,11,18,4,70.0,73.0,68.0,-8.0,54.0,1027.0,0.0,SE,1.79,0.0,0.0
8275,52099,52100,2015,12,11,19,4,81.0,73.0,71.0,-7.0,55.0,1027.0,1.0,SE,3.58,0.0,0.0
8276,52100,52101,2015,12,11,20,4,91.0,82.0,80.0,-6.0,63.0,1027.0,0.0,cv,0.89,0.0,0.0
8277,52101,52102,2015,12,11,21,4,104.0,96.0,102.0,-5.0,74.0,1028.0,-1.0,NW,1.79,0.0,0.0
8278,52102,52103,2015,12,11,22,4,115.0,104.0,102.0,-6.0,68.0,1028.0,-1.0,NE,0.89,0.0,0.0
8279,52103,52104,2015,12,11,23,4,132.0,120.0,119.0,-5.0,74.0,1027.0,-1.0,SE,0.89,0.0,0.0
8280,52104,52105,2015,12,12,0,4,129.0,124.0,136.0,-5.0,86.0,1027.0,-3.0,NE,0.89,0.0,0.0
8281,52105,52106,2015,12,12,1,4,123.0,177.0,175.0,-5.0,86.0,1027.0,-3.0,cv,0.45,0.0,0.0
8282,52106,52107,2015,12,12,2,4,152.0,195.0,177.0,-5.0,79.0,1027.0,-2.0,NW,1.79,0.0,0.0
8283,52107,52108,2015,12,12,3,4,165.0,192.0,153.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0
8284,52108,52109,2015,12,12,4,4,129.0,171.0,121.0,-5.0,92.0,1026.0,-4.0,NW,0.89,0.0,0.0
8285,52109,52110,2015,12,12,5,4,95.0,143.0,113.0,-6.0,85.0,1026.0,-4.0,NW,2.68,0.0,0.0
8286,52110,52111,2015,12,12,6,4,70.0,102.0,64.0,-5.0,79.0,1026.0,-2.0,NW,3.57,0.0,0.0
8287,52111,52112,2015,12,12,7,4,47.0,73.0,49.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0
8288,52112,52113,2015,12,12,8,4,40.0,52.0,44.0,-5.0,79.0,1027.0,-2.0,NE,1.79,0.0,0.0
8289,52113,52114,2015,12,12,9,4,45.0,58.0,43.0,-5.0,69.0,1027.0,0.0,NW,1.79,0.0,0.0
8290,52114,52115,2015,12,12,10,4,45.0,34.0,37.0,-6.0,59.0,1027.0,1.0,NW,3.58,0.0,0.0
8291,52115,52116,2015,12,12,11,4,50.0,42.0,51.0,-5.0,59.0,1027.0,2.0,cv,0.89,0.0,0.0
8292,52116,52117,2015,12,12,12,4,57.0,54.0,66.0,-5.0,55.0,1026.0,3.0,cv,1.78,0.0,0.0
8293,52117,52118,2015,12,12,13,4,69.0,66.0,64.0,-5.0,51.0,1025.0,4.0,cv,2.67,0.0,0.0
8294,52118,52119,2015,12,12,14,4,69.0,66.0,64.0,-5.0,48.0,1025.0,5.0,cv,3.56,0.0,0.0
8295,52119,52120,2015,12,12,15,4,111.0,73.0,71.0,-6.0,44.0,1024.0,5.0,cv,4.45,0.0,0.0
8296,52120,52121,2015,12,12,16,4,281.0,220.0,184.0,-6.0,48.0,1024.0,4.0,SE,0.89,0.0,0.0
8297,52121,52122,2015,12,12,17,4,233.0,288.0,296.0,-6.0,55.0,1025.0,2.0,SE,1.78,0.0,0.0
8298,52122,52123,2015,12,12,18,4,248.0,228.0,261.0,-5.0,64.0,1025.0,1.0,NE,0.89,0.0,0.0
8299,52123,52124,2015,12,12,19,4,329.0,249.0,271.0,-5.0,74.0,1025.0,-1.0,NE,1.78,0.0,0.0
8300,52124,52125,2015,12,12,20,4,392.0,295.0,317.0,-5.0,86.0,1026.0,-3.0,NE,2.67,0.0,0.0
8301,52125,52126,2015,12,12,21,4,265.0,352.0,371.0,-5.0,86.0,1026.0,-3.0,SE,1.79,0.0,0.0
8302,52126,52127,2015,12,12,22,4,254.0,373.0,328.0,-5.0,86.0,1027.0,-3.0,NE,0.89,0.0,0.0
8303,52127,52128,2015,12,12,23,4,289.0,445.0,361.0,-5.0,86.0,1027.0,-3.0,NE,1.78,0.0,0.0
8304,52128,52129,2015,12,13,0,4,359.0,378.0,331.0,-5.0,92.0,1027.0,-4.0,cv,0.89,0.0,0.0
8305,52129,52130,2015,12,13,1,4,294.0,373.0,332.0,-5.0,92.0,1027.0,-4.0,SE,0.89,0.0,0.0
8306,52130,52131,2015,12,13,2,4,298.0,327.0,306.0,-5.0,92.0,1027.0,-4.0,cv,0.45,0.0,0.0
8307,52131,52132,2015,12,13,3,4,250.0,280.0,215.0,-5.0,92.0,1027.0,-4.0,NW,1.79,0.0,0.0
8308,52132,52133,2015,12,13,4,4,132.0,196.0,123.0,-6.0,92.0,1027.0,-5.0,NW,3.58,0.0,0.0
8309,52133,52134,2015,12,13,5,4,90.0,122.0,85.0,-6.0,92.0,1027.0,-5.0,cv,0.89,0.0,0.0
8310,52134,52135,2015,12,13,6,4,70.0,90.0,69.0,-6.0,85.0,1027.0,-4.0,NW,1.79,0.0,0.0
8311,52135,52136,2015,12,13,7,4,60.0,72.0,66.0,-5.0,92.0,1028.0,-4.0,NE,0.89,0.0,0.0
8312,52136,52137,2015,12,13,8,4,71.0,73.0,65.0,-5.0,92.0,1028.0,-4.0,NE,1.78,0.0,0.0
8313,52137,52138,2015,12,13,9,4,63.0,74.0,74.0,-5.0,86.0,1029.0,-3.0,NW,0.89,0.0,0.0
8314,52138,52139,2015,12,13,10,4,102.0,83.0,90.0,-3.0,80.0,1029.0,0.0,cv,0.89,0.0,0.0
8315,52139,52140,2015,12,13,11,4,120.0,144.0,145.0,-4.0,69.0,1029.0,1.0,cv,1.78,0.0,0.0
8316,52140,52141,2015,12,13,12,4,160.0,186.0,179.0,-4.0,59.0,1028.0,3.0,cv,2.67,0.0,0.0
8317,52141,52142,2015,12,13,13,4,159.0,190.0,206.0,-5.0,51.0,1027.0,4.0,cv,4.46,0.0,0.0
8318,52142,52143,2015,12,13,14,4,224.0,223.0,234.0,-4.0,55.0,1026.0,4.0,SE,1.79,0.0,0.0
8319,52143,52144,2015,12,13,15,4,225.0,223.0,218.0,-4.0,55.0,1026.0,4.0,SE,3.58,0.0,0.0
8320,52144,52145,2015,12,13,16,4,202.0,198.0,183.0,-4.0,59.0,1026.0,3.0,SE,4.47,0.0,0.0
8321,52145,52146,2015,12,13,17,4,187.0,187.0,188.0,-4.0,64.0,1026.0,2.0,cv,0.89,0.0,0.0
8322,52146,52147,2015,12,13,18,4,138.0,201.0,204.0,-4.0,69.0,1026.0,1.0,cv,1.78,0.0,0.0
8323,52147,52148,2015,12,13,19,4,218.0,212.0,213.0,-4.0,74.0,1026.0,0.0,SE,1.79,0.0,0.0
8324,52148,52149,2015,12,13,20,4,281.0,220.0,220.0,-3.0,74.0,1026.0,1.0,SE,3.58,0.0,0.0
8325,52149,52150,2015,12,13,21,4,310.0,270.0,278.0,-3.0,80.0,1026.0,0.0,SE,4.47,0.0,0.0
8326,52150,52151,2015,12,13,22,4,302.0,286.0,290.0,-3.0,74.0,1026.0,1.0,cv,0.45,0.0,0.0
8327,52151,52152,2015,12,13,23,4,240.0,229.0,201.0,-3.0,74.0,1026.0,1.0,cv,1.34,0.0,0.0
8328,52152,52153,2015,12,14,0,4,252.0,231.0,223.0,-1.0,80.0,1026.0,2.0,cv,2.23,0.3,0.3
8329,52153,52154,2015,12,14,1,4,231.0,206.0,213.0,0.0,93.0,1026.0,1.0,NW,1.79,0.4,0.7
8330,52154,52155,2015,12,14,2,4,242.0,203.0,205.0,-1.0,92.0,1025.0,0.0,NW,2.68,0.0,0.0
8331,52155,52156,2015,12,14,3,4,193.0,203.0,204.0,0.0,100.0,1025.0,0.0,NE,0.89,0.2,0.2
8332,52156,52157,2015,12,14,4,4,183.0,199.0,255.0,0.0,100.0,1024.0,0.0,cv,0.45,0.1,0.3
8333,52157,52158,2015,12,14,5,4,222.0,264.0,286.0,0.0,100.0,1024.0,0.0,NE,0.89,0.0,0.0
8334,52158,52159,2015,12,14,6,4,212.0,279.0,305.0,0.0,100.0,1023.0,0.0,cv,0.89,0.0,0.0
8335,52159,52160,2015,12,14,7,4,231.0,308.0,334.0,0.0,100.0,1024.0,0.0,SE,0.89,0.2,0.2
8336,52160,52161,2015,12,14,8,4,236.0,312.0,351.0,0.0,100.0,1024.0,0.0,SE,1.78,0.0,0.0
8337,52161,52162,2015,12,14,9,4,242.0,332.0,346.0,0.0,100.0,1024.0,0.0,NE,0.89,0.0,0.0
8338,52162,52163,2015,12,14,10,4,256.0,374.0,338.0,0.0,100.0,1024.0,0.0,cv,0.89,0.0,0.0
8339,52163,52164,2015,12,14,11,4,271.0,266.0,204.0,1.0,100.0,1024.0,1.0,SE,0.89,0.0,0.0
