,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
51974,51975,2015,12,6,14,4,214.0,NA,204.0,200.0,-3.0,56.0,1028.0,5.0,cv,0.89,0.0,0.0
51975,51976,2015,12,6,15,4,228.0,NA,232.0,237.0,-3.0,56.0,1028.0,5.0,cv,1.78,0.0,0.0
51976,51977,2015,12,6,16,4,246.0,NA,236.0,226.0,-3.0,60.0,1028.0,4.0,NE,0.89,0.0,0.0
51977,51978,2015,12,6,17,4,234.0,NA,236.0,221.0,-4.0,74.0,1029.0,0.0,NE,1.78,0.0,0.0
51978,51979,2015,12,6,18,4,223.0,NA,236.0,227.0,-5.0,79.0,1029.0,-2.0,NW,1.79,0.0,0.0
51979,51980,2015,12,6,19,4,181.0,NA,221.0,196.0,-3.0,86.0,1030.0,-1.0,NE,0.89,0.0,0.0
51980,51981,2015,12,6,20,4,179.0,NA,220.0,190.0,-4.0,80.0,1030.0,-1.0,cv,0.89,0.0,0.0
51981,51982,2015,12,6,21,4,190.0,NA,210.0,190.0,-3.0,80.0,1031.0,0.0,NW,0.89,0.0,0.0
51982,51983,2015,12,6,22,4,203.0,NA,208.0,213.0,-3.0,86.0,1031.0,-1.0,NE,1.79,0.0,0.0
51983,51984,2015,12,6,23,4,220.0,NA,243.0,220.0,-3.0,80.0,1032.0,0.0,cv,0.89,0.0,0.0
51984,51985,2015,12,7,0,4,208.0,NA,224.0,205.0,-3.0,80.0,1032.0,0.0,cv,1.78,0.0,0.0
51985,51986,2015,12,7,1,4,192.0,NA,214.0,196.0,-3.0,80.0,1032.0,0.0,cv,2.67,0.0,0.0
51986,51987,2015,12,7,2,4,188.0,NA,218.0,190.0,-4.0,69.0,1032.0,1.0,cv,3.12,0.0,0.0
51987,51988,2015,12,7,3,4,187.0,NA,213.0,NA,-3.0,80.0,1032.0,0.0,cv,4.01,0.0,0.0
51988,51989,2015,12,7,4,4,179.0,NA,198.0,177.0,-2.0,86.0,1032.0,0.0,NW,1.79,0.0,0.0
51989,51990,2015,12,7,5,4,160.0,NA,184.0,177.0,-3.0,80.0,1032.0,0.0,SE,0.89,0.0,0.0
51990,51991,2015,12,7,6,4,170.0,NA,183.0,171.0,-3.0,80.0,1032.0,0.0,cv,0.89,0.0,0.0
51991,51992,2015,12,7,7,4,155.0,NA,176.0,171.0,-2.0,86.0,1033.0,0.0,NW,1.79,0.0,0.0
51992,51993,2015,12,7,8,4,154.0,NA,178.0,175.0,-3.0,80.0,1033.0,0.0,NW,3.58,0.0,0.0
51993,51994,2015,12,7,9,4,147.0,NA,159.0,171.0,-3.0,74.0,1034.0,1.0,SE,0.89,0.0,0.0
51994,51995,2015,12,7,10,4,149.0,NA,171.0,168.0,-2.0,74.0,1034.0,2.0,cv,0.89,0.0,0.0
51995,51996,2015,12,7,11,4,173.0,NA,187.0,192.0,-2.0,69.0,1034.0,3.0,SE,1.79,0.0,0.0
51996,51997,2015,12,7,12,4,208.0,193.0,203.0,182.0,-2.0,64.0,1033.0,4.0,SE,3.58,0.0,0.0
51997,51998,2015,12,7,13,4,193.0,171.0,165.0,166.0,-2.0,64.0,1033.0,4.0,cv,0.89,0.0,0.0
51998,51999,2015,12,7,14,4,191.0,205.0,196.0,199.0,-1.0,69.0,1032.0,4.0,NE,1.79,0.0,0.0
51999,52000,2015,12,7,15,4,200.0,194.0,190.0,195.0,-2.0,64.0,1031.0,4.0,SE,1.79,0.0,0.0
52000,52001,2015,12,7,16,4,194.0,NA,187.0,188.0,-2.0,69.0,1032.0,3.0,NE,0.89,0.0,0.0
52001,52002,2015,12,7,17,4,198.0,NA,201.0,206.0,-3.0,80.0,1032.0,0.0,SE,0.89,0.0,0.0
52002,52003,2015,12,7,18,4,198.0,NA,210.0,224.0,-2.0,86.0,1032.0,0.0,NE,0.89,0.0,0.0
52003,52004,2015,12,7,19,4,170.0,NA,176.0,193.0,-2.0,86.0,1032.0,0.0,cv,0.45,0.0,0.0
52004,52005,2015,12,7,20,4,149.0,206.0,155.0,170.0,-3.0,92.0,1033.0,-2.0,NE,0.89,0.0,0.0
52005,52006,2015,12,7,21,4,151.0,NA,144.0,151.0,-2.0,100.0,1033.0,-2.0,cv,0.89,0.0,0.0
52006,52007,2015,12,7,22,4,155.0,NA,157.0,149.0,-3.0,92.0,1033.0,-2.0,SE,1.79,0.0,0.0
52007,52008,2015,12,7,23,4,158.0,NA,214.0,199.0,-3.0,92.0,1033.0,-2.0,cv,0.89,0.0,0.0
52008,52009,2015,12,8,0,4,163.0,NA,224.0,216.0,-3.0,92.0,1033.0,-2.0,SE,0.89,0.0,0.0
52009,52010,2015,12,8,1,4,252.0,NA,184.0,212.0,-2.0,100.0,1032.0,-2.0,cv,0.89,0.0,0.0
52010,52011,2015,12,8,2,4,191.0,NA,154.0,204.0,-2.0,100.0,1032.0,-2.0,cv,1.78,0.0,0.0
52011,52012,2015,12,8,3,4,181.0,NA,163.0,216.0,-1.0,100.0,1032.0,-1.0,cv,2.67,0.0,0.0
52012,52013,2015,12,8,4,4,185.0,NA,309.0,315.0,-1.0,92.0,1032.0,0.0,cv,3.12,0.0,0.0
52013,52014,2015,12,8,5,4,227.0,NA,321.0,298.0,-1.0,92.0,1031.0,0.0,cv,4.01,0.0,0.0
52014,52015,2015,12,8,6,4,230.0,NA,225.0,241.0,-1.0,92.0,1031.0,0.0,cv,4.9,0.0,0.0
52015,52016,2015,12,8,7,4,218.0,NA,232.0,237.0,-2.0,86.0,1032.0,0.0,NE,0.89,0.0,0.0
52016,52017,2015,12,8,8,4,233.0,NA,228.0,200.0,-1.0,92.0,1032.0,0.0,SE,1.79,0.0,0.0
52017,52018,2015,12,8,9,4,224.0,NA,211.0,NA,-1.0,92.0,1032.0,0.0,SE,2.68,0.0,0.0
52018,52019,2015,12,8,10,4,230.0,NA,230.0,NA,-1.0,86.0,1032.0,1.0,cv,0.89,0.0,0.0
52019,52020,2015,12,8,11,4,237.0,NA,307.0,NA,-1.0,86.0,1032.0,1.0,NE,1.79,0.0,0.0
52020,52021,2015,12,8,12,4,262.0,NA,341.0,317.0,0.0,93.0,1031.0,1.0,cv,0.89,0.0,0.0
52021,52022,2015,12,8,13,4,280.0,NA,322.0,294.0,0.0,86.0,1030.0,2.0,cv,1.78,0.0,0.0
52022,52023,2015,12,8,14,4,314.0,NA,333.0,317.0,0.0,86.0,1029.0,2.0,SE,0.89,0.0,0.0
52023,52024,2015,12,8,15,4,311.0,NA,298.0,293.0,0.0,86.0,1029.0,2.0,cv,0.89,0.0,0.0
52024,52025,2015,12,8,16,4,289.0,NA,295.0,306.0,0.0,86.0,1029.0,2.0,cv,1.78,0.0,0.0
52025,52026,2015,12,8,17,4,290.0,NA,350.0,350.0,-1.0,86.0,1029.0,1.0,SE,1.79,0.0,0.0
52026,52027,2015,12,8,18,4,304.0,NA,341.0,329.0,-1.0,86.0,1029.0,1.0,SE,2.68,0.0,0.0
52027,52028,2015,12,8,19,4,268.0,NA,289.0,302.0,-1.0,86.0,1029.0,1.0,cv,0.89,0.0,0.0
52028,52029,2015,12,8,20,4,265.0,NA,275.0,278.0,0.0,93.0,1029.0,1.0,cv,1.78,0.0,0.0
52029,52030,2015,12,8,21,4,264.0,NA,265.0,289.0,0.0,93.0,1029.0,1.0,NE,0.89,0.0,0.0
52030,52031,2015,12,8,22,4,287.0,NA,279.0,296.0,0.0,93.0,1029.0,1.0,NE,2.68,0.0,0.0
52031,52032,2015,12,8,23,4,293.0,NA,285.0,NA,0.0,93.0,1029.0,1.0,cv,0.45,0.0,0.0
52032,52033,2015,12,9,0,4,291.0,NA,282.0,NA,0.0,93.0,1028.0,1.0,NE,0.89,0.0,0.0
52033,52034,2015,12,9,1,4,276.0,NA,268.0,269.0,0.0,93.0,1028.0,1.0,NW,1.79,0.0,0.0
52034,52035,2015,12,9,2,4,271.0,NA,268.0,261.0,1.0,100.0,1027.0,1.0,NW,3.58,0.0,0.0
52035,52036,2015,12,9,3,4,255.0,NA,252.0,256.0,1.0,100.0,1027.0,1.0,NW,6.71,0.0,0.0
52036,52037,2015,12,9,4,4,233.0,NA,245.0,235.0,1.0,100.0,1027.0,1.0,NW,9.84,0.0,0.0
52037,52038,2015,12,9,5,4,249.0,NA,252.0,250.0,1.0,100.0,1026.0,1.0,NW,11.63,0.0,0.0
52038,52039,2015,12,9,6,4,240.0,NA,256.0,240.0,1.0,93.0,1026.0,2.0,NW,13.42,0.0,0.0
52039,52040,2015,12,9,7,4,229.0,NA,233.0,214.0,1.0,100.0,1026.0,1.0,NW,15.21,0.0,0.0
52040,52041,2015,12,9,8,4,228.0,NA,225.0,218.0,1.0,93.0,1026.0,2.0,NW,18.34,0.0,0.0
52041,52042,2015,12,9,9,4,242.0,NA,242.0,254.0,2.0,100.0,1027.0,2.0,cv,0.89,0.0,0.0
52042,52043,2015,12,9,10,4,231.0,NA,260.0,NA,2.0,93.0,1027.0,3.0,NW,1.79,0.0,0.0
52043,52044,2015,12,9,11,4,228.0,NA,276.0,261.0,2.0,93.0,1026.0,3.0,NW,4.92,0.0,0.0
52044,52045,2015,12,9,12,4,231.0,NA,273.0,265.0,3.0,93.0,1025.0,4.0,NW,8.05,0.0,0.0
52045,52046,2015,12,9,13,4,281.0,NA,278.0,268.0,2.0,80.0,1024.0,5.0,cv,0.89,0.0,0.0
52046,52047,2015,12,9,14,4,267.0,NA,288.0,273.0,2.0,80.0,1023.0,5.0,cv,1.78,0.0,0.0
52047,52048,2015,12,9,15,4,283.0,NA,285.0,279.0,2.0,80.0,1023.0,5.0,cv,2.23,0.0,0.0
52048,52049,2015,12,9,16,4,301.0,NA,297.0,292.0,1.0,80.0,1023.0,4.0,NW,0.89,0.0,0.0
52049,52050,2015,12,9,17,4,313.0,NA,301.0,301.0,1.0,86.0,1023.0,3.0,cv,0.45,0.0,0.0
52050,52051,2015,12,9,18,4,325.0,NA,304.0,301.0,0.0,86.0,1024.0,2.0,cv,1.34,0.0,0.0
52051,52052,2015,12,9,19,4,325.0,NA,315.0,299.0,1.0,86.0,1024.0,3.0,cv,2.23,0.0,0.0
52052,52053,2015,12,9,20,4,326.0,NA,329.0,319.0,1.0,86.0,1025.0,3.0,SE,0.89,0.0,0.0
52053,52054,2015,12,9,21,4,330.0,NA,353.0,306.0,1.0,86.0,1024.0,3.0,NE,0.89,0.0,0.0
52054,52055,2015,12,9,22,4,310.0,NA,334.0,261.0,1.0,86.0,1024.0,3.0,NW,1.79,NA,NA
52055,52056,2015,12,9,23,4,254.0,NA,253.0,244.0,1.0,93.0,1024.0,2.0,NW,3.58,0.0,0.0
52056,52057,2015,12,10,0,4,260.0,NA,246.0,246.0,0.0,93.0,1023.0,1.0,NW,5.37,0.0,0.0
52057,52058,2015,12,10,1,4,290.0,NA,249.0,273.0,0.0,93.0,1023.0,1.0,NW,7.16,0.0,0.0
52058,52059,2015,12,10,2,4,282.0,NA,248.0,268.0,-1.0,92.0,1023.0,0.0,NW,8.95,0.0,0.0
52059,52060,2015,12,10,3,4,235.0,NA,262.0,242.0,-2.0,92.0,1023.0,-1.0,NW,10.74,0.0,0.0
52060,52061,2015,12,10,4,4,242.0,NA,240.0,247.0,-1.0,100.0,1023.0,-1.0,NW,12.53,0.0,0.0
52061,52062,2015,12,10,5,4,227.0,NA,229.0,235.0,-1.0,100.0,1023.0,-1.0,cv,0.89,0.0,0.0
52062,52063,2015,12,10,6,4,215.0,NA,218.0,194.0,-3.0,100.0,1023.0,-3.0,NW,3.13,0.0,0.0
52063,52064,2015,12,10,7,4,164.0,NA,182.0,146.0,-2.0,100.0,1024.0,-2.0,NW,7.15,0.0,0.0
52064,52065,2015,12,10,8,4,110.0,NA,103.0,100.0,-1.0,92.0,1025.0,0.0,NW,12.07,0.0,0.0
52065,52066,2015,12,10,9,4,68.0,NA,68.0,59.0,0.0,80.0,1026.0,3.0,NW,16.09,0.0,0.0
52066,52067,2015,12,10,10,4,45.0,NA,49.0,34.0,1.0,70.0,1027.0,6.0,NW,19.22,0.0,0.0
52067,52068,2015,12,10,11,4,27.0,NA,33.0,24.0,-2.0,52.0,1027.0,7.0,NW,24.14,0.0,0.0
52068,52069,2015,12,10,12,4,20.0,NA,28.0,22.0,-4.0,39.0,1026.0,9.0,NW,29.06,0.0,0.0
52069,52070,2015,12,10,13,4,17.0,NA,23.0,15.0,-7.0,31.0,1026.0,9.0,NW,33.98,0.0,0.0
52070,52071,2015,12,10,14,4,15.0,NA,22.0,17.0,-7.0,31.0,1025.0,9.0,NW,38.9,0.0,0.0
52071,52072,2015,12,10,15,4,19.0,NA,21.0,18.0,-8.0,29.0,1025.0,9.0,NW,44.71,0.0,0.0
52072,52073,2015,12,10,16,4,18.0,NA,22.0,18.0,-9.0,28.0,1025.0,8.0,NW,50.52,0.0,0.0
52073,52074,2015,12,10,17,4,21.0,NA,22.0,21.0,-10.0,30.0,1026.0,6.0,NW,55.44,0.0,0.0
52074,52075,2015,12,10,18,4,21.0,NA,23.0,21.0,-9.0,33.0,1027.0,6.0,NE,4.02,0.0,0.0
52075,52076,2015,12,10,19,4,23.0,NA,35.0,35.0,-10.0,32.0,1028.0,5.0,NE,7.15,0.0,0.0
52076,52077,2015,12,10,20,4,35.0,NA,24.0,23.0,-9.0,40.0,1028.0,3.0,NE,10.28,0.0,0.0
52077,52078,2015,12,10,21,4,25.0,NA,27.0,19.0,-8.0,54.0,1029.0,0.0,NW,3.13,0.0,0.0
52078,52079,2015,12,10,22,4,25.0,NA,21.0,23.0,-9.0,47.0,1029.0,1.0,NW,6.26,0.0,0.0
52079,52080,2015,12,10,23,4,37.0,NA,22.0,25.0,-8.0,58.0,1029.0,-1.0,NW,9.39,0.0,0.0
52080,52081,2015,12,11,0,4,29.0,NA,19.0,18.0,-9.0,43.0,1030.0,2.0,NE,4.02,0.0,0.0
52081,52082,2015,12,11,1,4,18.0,NA,20.0,21.0,-10.0,40.0,1029.0,2.0,NE,8.04,0.0,0.0
52082,52083,2015,12,11,2,4,22.0,NA,17.0,21.0,-11.0,37.0,1029.0,2.0,NE,12.06,0.0,0.0
52083,52084,2015,12,11,3,4,19.0,NA,20.0,19.0,-9.0,50.0,1030.0,0.0,NW,3.13,0.0,0.0
52084,52085,2015,12,11,4,4,14.0,NA,19.0,14.0,-9.0,58.0,1029.0,-2.0,NE,1.79,0.0,0.0
52085,52086,2015,12,11,5,4,16.0,NA,22.0,18.0,-9.0,68.0,1029.0,-4.0,NW,3.13,0.0,0.0
52086,52087,2015,12,11,6,4,18.0,NA,19.0,27.0,-8.0,63.0,1030.0,-2.0,NW,4.92,0.0,0.0
52087,52088,2015,12,11,7,4,16.0,NA,20.0,35.0,-9.0,68.0,1030.0,-4.0,NW,8.05,0.0,0.0
52088,52089,2015,12,11,8,4,18.0,NA,16.0,14.0,-8.0,58.0,1031.0,-1.0,NW,11.18,0.0,0.0
52089,52090,2015,12,11,9,4,13.0,NA,19.0,17.0,-8.0,47.0,1031.0,2.0,NW,14.31,0.0,0.0
52090,52091,2015,12,11,10,4,14.0,NA,20.0,26.0,-10.0,37.0,1031.0,3.0,NW,17.44,0.0,0.0
52091,52092,2015,12,11,11,4,25.0,NA,18.0,17.0,-10.0,32.0,1031.0,5.0,NW,20.57,0.0,0.0
52092,52093,2015,12,11,12,4,21.0,NA,37.0,18.0,-10.0,32.0,1030.0,5.0,NE,1.79,0.0,0.0
52093,52094,2015,12,11,13,4,31.0,NA,24.0,26.0,-10.0,30.0,1029.0,6.0,NW,1.79,0.0,0.0
52094,52095,2015,12,11,14,4,70.0,NA,32.0,28.0,-11.0,28.0,1028.0,6.0,SE,1.79,0.0,0.0
52095,52096,2015,12,11,15,4,NA,NA,NA,68.0,-11.0,28.0,1028.0,6.0,SE,3.58,0.0,0.0
52096,52097,2015,12,11,16,4,72.0,NA,73.0,70.0,-11.0,30.0,1028.0,5.0,cv,0.89,0.0,0.0
52097,52098,2015,12,11,17,4,74.0,NA,73.0,77.0,-10.0,37.0,1027.0,3.0,cv,1.78,0.0,0.0
52098,52099,2015,12,11,18,4,70.0,NA,73.0,68.0,-8.0,54.0,1027.0,0.0,SE,1.79,0.0,0.0
52099,52100,2015,12,11,19,4,81.0,NA,73.0,71.0,-7.0,55.0,1027.0,1.0,SE,3.58,0.0,0.0
52100,52101,2015,12,11,20,4,91.0,NA,82.0,80.0,-6.0,63.0,1027.0,0.0,cv,0.89,0.0,0.0
52101,52102,2015,12,11,21,4,104.0,NA,96.0,102.0,-5.0,74.0,1028.0,-1.0,NW,1.79,0.0,0.0
52102,52103,2015,12,11,22,4,115.0,NA,104.0,102.0,-6.0,68.0,1028.0,-1.0,NE,0.89,0.0,0.0
52103,52104,2015,12,11,23,4,132.0,NA,120.0,119.0,-5.0,74.0,1027.0,-1.0,SE,0.89,0.0,0.0
52104,52105,2015,12,12,0,4,129.0,NA,124.0,136.0,-5.0,86.0,1027.0,-3.0,NE,0.89,0.0,0.0
52105,52106,2015,12,12,1,4,123.0,NA,177.0,175.0,-5.0,86.0,1027.0,-3.0,cv,0.45,0.0,0.0
52106,52107,2015,12,12,2,4,152.0,NA,195.0,177.0,-5.0,79.0,1027.0,-2.0,NW,1.79,0.0,0.0
52107,52108,2015,12,12,3,4,165.0,NA,192.0,153.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0
52108,52109,2015,12,12,4,4,129.0,NA,171.0,121.0,-5.0,92.0,1026.0,-4.0,NW,0.89,0.0,0.0
52109,52110,2015,12,12,5,4,95.0,NA,143.0,113.0,-6.0,85.0,1026.0,-4.0,NW,2.68,0.0,0.0
52110,52111,2015,12,12,6,4,70.0,NA,102.0,64.0,-5.0,79.0,1026.0,-2.0,NW,3.57,0.0,0.0
52111,52112,2015,12,12,7,4,47.0,NA,73.0,49.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0
52112,52113,2015,12,12,8,4,40.0,NA,52.0,44.0,-5.0,79.0,1027.0,-2.0,NE,1.79,0.0,0.0
52113,52114,2015,12,12,9,4,45.0,NA,58.0,43.0,-5.0,69.0,1027.0,0.0,NW,1.79,0.0,0.0
52114,52115,2015,12,12,10,4,45.0,NA,34.0,37.0,-6.0,59.0,1027.0,1.0,NW,3.58,NA,NA
52115,52116,2015,12,12,11,4,50.0,NA,42.0,51.0,-5.0,59.0,1027.0,2.0,cv,0.89,0.0,0.0
52116,52117,2015,12,12,12,4,57.0,NA,54.0,66.0,-5.0,55.0,1026.0,3.0,cv,1.78,0.0,0.0
52117,52118,2015,12,12,13,4,69.0,NA,66.0,64.0,-5.0,51.0,1025.0,4.0,cv,2.67,0.0,0.0
52118,52119,2015,12,12,14,4,69.0,NA,66.0,64.0,-5.0,48.0,1025.0,5.0,cv,3.56,0.0,0.0
52119,52120,2015,12,12,15,4,111.0,NA,73.0,71.0,-6.0,44.0,1024.0,5.0,cv,4.45,0.0,0.0
52120,52121,2015,12,12,16,4,281.0,NA,220.0,184.0,-6.0,48.0,1024.0,4.0,SE,0.89,0.0,0.0
52121,52122,2015,12,12,17,4,233.0,NA,288.0,296.0,-6.0,55.0,1025.0,2.0,SE,1.78,0.0,0.0
52122,52123,2015,12,12,18,4,248.0,NA,228.0,261.0,-5.0,64.0,1025.0,1.0,NE,0.89,0.0,0.0
52123,52124,2015,12,12,19,4,329.0,NA,249.0,271.0,-5.0,74.0,1025.0,-1.0,NE,1.78,0.0,0.0
52124,52125,2015,12,12,20,4,392.0,NA,295.0,317.0,-5.0,86.0,1026.0,-3.0,NE,2.67,0.0,0.0
52125,52126,2015,12,12,21,4,265.0,NA,352.0,371.0,-5.0,86.0,1026.0,-3.0,SE,1.79,0.0,0.0
52126,52127,2015,12,12,22,4,254.0,NA,373.0,328.0,-5.0,86.0,1027.0,-3.0,NE,0.89,0.0,0.0
52127,52128,2015,12,12,23,4,289.0,NA,445.0,361.0,-5.0,86.0,1027.0,-3.0,NE,1.78,0.0,0.0
52128,52129,2015,12,13,0,4,359.0,NA,378.0,331.0,-5.0,92.0,1027.0,-4.0,cv,0.89,0.0,0.0
52129,52130,2015,12,13,1,4,294.0,NA,373.0,332.0,-5.0,92.0,1027.0,-4.0,SE,0.89,0.0,0.0
52130,52131,2015,12,13,2,4,298.0,NA,327.0,306.0,-5.0,92.0,1027.0,-4.0,cv,0.45,0.0,0.0
52131,52132,2015,12,13,3,4,250.0,NA,280.0,215.0,-5.0,92.0,1027.0,-4.0,NW,1.79,0.0,0.0
52132,52133,2015,12,13,4,4,132.0,NA,196.0,123.0,-6.0,92.0,1027.0,-5.0,NW,3.58,0.0,0.0
52133,52134,2015,12,13,5,4,90.0,NA,122.0,85.0,-6.0,92.0,1027.0,-5.0,cv,0.89,0.0,0.0
52134,52135,2015,12,13,6,4,70.0,NA,90.0,69.0,-6.0,85.0,1027.0,-4.0,NW,1.79,0.0,0.0
52135,52136,2015,12,13,7,4,60.0,NA,72.0,66.0,-5.0,92.0,1028.0,-4.0,NE,0.89,0.0,0.0
52136,52137,2015,12,13,8,4,71.0,NA,73.0,65.0,-5.0,92.0,1028.0,-4.0,NE,1.78,0.0,0.0
52137,52138,2015,12,13,9,4,63.0,NA,74.0,74.0,-5.0,86.0,1029.0,-3.0,NW,0.89,0.0,0.0
52138,52139,2015,12,13,10,4,102.0,NA,83.0,90.0,-3.0,80.0,1029.0,0.0,cv,0.89,0.0,0.0
52139,52140,2015,12,13,11,4,120.0,NA,144.0,145.0,-4.0,69.0,1029.0,1.0,cv,1.78,0.0,0.0
52140,52141,2015,12,13,12,4,160.0,NA,186.0,179.0,-4.0,59.0,1028.0,3.0,cv,2.67,0.0,0.0
52141,52142,2015,12,13,13,4,159.0,NA,190.0,206.0,-5.0,51.0,1027.0,4.0,cv,4.46,0.0,0.0
52142,52143,2015,12,13,14,4,224.0,NA,223.0,234.0,-4.0,55.0,1026.0,4.0,SE,1.79,0.0,0.0
52143,52144,2015,12,13,15,4,225.0,NA,223.0,218.0,-4.0,55.0,1026.0,4.0,SE,3.58,0.0,0.0
52144,52145,2015,12,13,16,4,202.0,NA,198.0,183.0,-4.0,59.0,1026.0,3.0,SE,4.47,0.0,0.0
52145,52146,2015,12,13,17,4,187.0,NA,187.0,188.0,-4.0,64.0,1026.0,2.0,cv,0.89,0.0,0.0
52146,52147,2015,12,13,18,4,138.0,NA,201.0,204.0,-4.0,69.0,1026.0,1.0,cv,1.78,0.0,0.0
52147,52148,2015,12,13,19,4,218.0,NA,212.0,213.0,-4.0,74.0,1026.0,0.0,SE,1.79,0.0,0.0
52148,52149,2015,12,13,20,4,281.0,NA,220.0,220.0,-3.0,74.0,1026.0,1.0,SE,3.58,0.0,0.0
52149,52150,2015,12,13,21,4,310.0,NA,270.0,278.0,-3.0,80.0,1026.0,0.0,SE,4.47,0.0,0.0
52150,52151,2015,12,13,22,4,302.0,NA,286.0,290.0,-3.0,74.0,1026.0,1.0,cv,0.45,0.0,0.0
52151,52152,2015,12,13,23,4,240.0,NA,229.0,201.0,-3.0,74.0,1026.0,1.0,cv,1.34,0.0,0.0
52152,52153,2015,12,14,0,4,252.0,NA,231.0,223.0,-1.0,80.0,1026.0,2.0,cv,2.23,0.3,0.3
52153,52154,2015,12,14,1,4,231.0,NA,206.0,213.0,0.0,93.0,1026.0,1.0,NW,1.79,0.4,0.7
52154,52155,2015,12,14,2,4,242.0,NA,203.0,205.0,-1.0,92.0,1025.0,0.0,NW,2.68,0.0,0.0
52155,52156,2015,12,14,3,4,193.0,NA,203.0,204.0,0.0,100.0,1025.0,0.0,NE,0.89,0.2,0.2
52156,52157,2015,12,14,4,4,183.0,NA,199.0,255.0,0.0,100.0,1024.0,0.0,cv,0.45,0.1,0.3
52157,52158,2015,12,14,5,4,222.0,NA,264.0,286.0,0.0,100.0,1024.0,0.0,NE,0.89,0.0,0.0
52158,52159,2015,12,14,6,4,212.0,NA,279.0,305.0,0.0,100.0,1023.0,0.0,cv,0.89,0.0,0.0
52159,52160,2015,12,14,7,4,231.0,NA,308.0,334.0,0.0,100.0,1024.0,0.0,SE,0.89,0.2,0.2
52160,52161,2015,12,14,8,4,236.0,NA,312.0,351.0,0.0,100.0,1024.0,0.0,SE,1.78,0.0,0.0
52161,52162,2015,12,14,9,4,242.0,NA,332.0,346.0,0.0,100.0,1024.0,0.0,NE,0.89,0.0,0.0
52162,52163,2015,12,14,10,4,256.0,NA,374.0,338.0,0.0,100.0,1024.0,0.0,cv,0.89,0.0,0.0
52163,52164,2015,12,14,11,4,271.0,NA,266.0,204.0,1.0,100.0,1024.0,1.0,SE,0.89,0.0,0.0
52164,52165,2015,12,14,12,4,78.0,NA,72.0,38.0,2.0,93.0,1023.0,3.0,SE,2.68,0.0,0.0
52165,52166,2015,12,14,13,4,23.0,NA,17.0,17.0,-1.0,65.0,1022.0,5.0,cv,3.13,0.0,0.0
52166,52167,2015,12,14,14,4,22.0,17.0,25.0,16.0,-6.0,41.0,1021.0,6.0,NW,7.15,0.0,0.0
52167,52168,2015,12,14,15,4,16.0,15.0,22.0,18.0,-8.0,35.0,1021.0,6.0,NW,16.09,0.0,0.0
52168,52169,2015,12,14,16,4,22.0,NA,23.0,22.0,-9.0,33.0,1022.0,6.0,NW,25.03,0.0,0.0
52169,52170,2015,12,14,17,4,20.0,NA,21.0,22.0,-8.0,38.0,1022.0,5.0,NW,34.86,0.0,0.0
52170,52171,2015,12,14,18,4,24.0,NA,14.0,19.0,-9.0,35.0,1023.0,5.0,NW,40.67,0.0,0.0
52171,52172,2015,12,14,19,4,14.0,NA,16.0,9.0,-10.0,35.0,1023.0,4.0,NW,47.82,0.0,0.0
52172,52173,2015,12,14,20,4,13.0,NA,14.0,10.0,-10.0,35.0,1023.0,4.0,NW,53.63,0.0,0.0
52173,52174,2015,12,14,21,4,NA,NA,NA,12.0,-10.0,35.0,1023.0,4.0,NW,60.78,0.0,0.0
52174,52175,2015,12,14,22,4,13.0,NA,11.0,11.0,-12.0,32.0,1024.0,3.0,NW,66.59,0.0,0.0
52175,52176,2015,12,14,23,4,20.0,NA,6.0,7.0,-12.0,34.0,1024.0,2.0,NW,70.61,0.0,0.0
52176,52177,2015,12,15,0,4,5.0,NA,7.0,7.0,-11.0,40.0,1024.0,1.0,NW,72.4,0.0,0.0
52177,52178,2015,12,15,1,4,8.0,NA,11.0,8.0,-12.0,34.0,1024.0,2.0,NW,76.42,0.0,0.0
52178,52179,2015,12,15,2,4,NA,6.0,4.0,6.0,-12.0,34.0,1024.0,2.0,NW,82.23,0.0,0.0
52179,52180,2015,12,15,3,4,8.0,NA,8.0,5.0,-12.0,34.0,1024.0,2.0,NW,88.04,0.0,0.0
52180,52181,2015,12,15,4,4,5.0,NA,4.0,6.0,-12.0,37.0,1024.0,1.0,NW,92.96,0.0,0.0
52181,52182,2015,12,15,5,4,5.0,NA,8.0,6.0,-11.0,46.0,1024.0,-1.0,NW,96.98,0.0,0.0
52182,52183,2015,12,15,6,4,8.0,NA,5.0,4.0,-11.0,43.0,1024.0,0.0,NW,101.0,0.0,0.0
52183,52184,2015,12,15,7,4,3.0,NA,4.0,2.0,-12.0,37.0,1025.0,1.0,NW,105.02,0.0,0.0
52184,52185,2015,12,15,8,4,8.0,NA,4.0,6.0,-13.0,34.0,1025.0,1.0,NW,110.83,0.0,0.0
52185,52186,2015,12,15,9,4,6.0,NA,5.0,10.0,-14.0,31.0,1026.0,1.0,NW,118.88,0.0,0.0
52186,52187,2015,12,15,10,4,3.0,NA,6.0,6.0,-14.0,29.0,1027.0,2.0,NW,124.69,0.0,0.0
52187,52188,2015,12,15,11,4,3.0,5.0,7.0,6.0,-14.0,29.0,1027.0,2.0,NW,132.74,0.0,0.0
